,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
2048,Samaki Walker,MIA,28,205.74,260.0,Louisville,USA,1996,1,9,33.0,3.2,3.4,0.2,-4.3,9.5,16.4,14.6,44.4,2.9,'03-04
2049,Samuel Dalembert,PHI,24,210.82,250.0,Seton Hall,Haiti,2001,1,26,82.0,8.0,7.6,0.3,-0.7,9.2,19.6,14.0,56.6,1.7,'03-04
2050,Sasha Pavlovic,UTA,20,200.66,210.0,None,Montenegro,2003,1,19,79.0,4.8,2.0,0.8,-2.3,4.1,11.3,19.4,46.3,9.8,'03-04
2051,Scot Pollard,IND,29,210.82,265.0,Kansas,USA,1997,1,19,61.0,1.7,2.7,0.2,-6.7,10.0,15.6,9.8,43.0,2.7,'03-04
2052,Scott Padgett,HOU,28,205.74,240.0,Kentucky,USA,1999,1,28,58.0,3.4,2.4,0.4,6.9,8.5,15.8,16.5,55.2,7.5,'03-04
2053,Scott Williams,DAL,36,208.28,260.0,North Carolina,USA,Undrafted,Undrafted,Undrafted,43.0,4.6,3.1,0.4,5.2,7.1,18.5,17.7,50.0,4.7,'03-04
2054,Scottie Pippen,CHI,38,203.2,228.0,Central Arkansas,USA,1987,1,5,23.0,5.9,3.0,2.2,-21.7,4.5,12.0,19.2,44.8,22.6,'03-04
2055,Sean Lampley,GSW,24,198.12,213.0,California,USA,2001,2,44,10.0,3.4,1.1,0.2,18.7,4.0,13.6,20.1,67.2,4.3,'03-04
2056,Sean Rooks,ORL,34,208.28,260.0,Arizona,USA,1992,2,30,55.0,2.6,1.8,0.5,-3.2,3.9,12.8,13.9,42.1,7.6,'03-04
2057,Shammond Williams,NOH,29,185.42,201.0,North Carolina,USA,1998,2,34,53.0,4.8,1.1,2.2,-7.4,1.2,6.8,17.8,49.5,27.9,'03-04
2058,Shandon Anderson,NYK,30,198.12,210.0,Georgia,USA,1996,2,54,80.0,7.9,2.8,1.5,-4.5,2.8,8.5,17.4,50.0,10.3,'03-04
2059,Shane Battier,MEM,25,203.2,220.0,Duke,USA,2001,1,6,79.0,8.5,3.8,1.3,4.1,5.0,9.9,14.8,54.4,8.5,'03-04
2060,Shane Heal,SAS,33,182.88,180.0,None,Australia,Undrafted,Undrafted,Undrafted,6.0,3.7,0.7,0.8,9.2,1.3,3.8,18.7,42.0,13.9,'03-04
2061,Shaquille O'Neal,LAL,32,215.9,340.0,Louisiana State,USA,1992,1,1,67.0,21.5,11.5,2.9,9.0,10.1,20.3,25.8,57.8,14.0,'03-04
2062,Shareef Abdur-Rahim,POR,27,205.74,245.0,California,USA,1996,1,3,85.0,16.3,7.5,2.0,-2.4,7.4,16.3,24.4,55.7,12.6,'03-04
2063,Shawn Bradley,DAL,32,228.6,275.0,Brigham Young,USA,1993,1,2,66.0,3.3,2.6,0.3,3.5,9.1,13.4,13.0,52.3,3.8,'03-04
2064,Shawn Marion,PHX,26,200.66,215.0,UNLV,USA,1999,1,9,79.0,19.0,9.3,2.7,-3.4,6.6,16.5,22.3,51.3,11.6,'03-04
2065,Slava Medvedenko,LAL,25,208.28,250.0,None,Ukraine,Undrafted,Undrafted,Undrafted,68.0,8.3,5.0,0.8,-1.0,10.0,13.9,19.9,47.9,6.8,'03-04
2066,Slavko Vranes,POR,21,226.06,275.0,None,Montenegro,2003,2,39,1.0,0.0,0.0,0.0,25.0,0.0,0.0,14.3,0.0,0.0,'03-04
2067,Speedy Claxton,GSW,26,180.34,170.0,Hofstra,USA,2000,1,20,60.0,10.6,2.6,4.5,3.4,2.4,7.7,20.5,50.9,28.0,'03-04
2068,Stacey Augmon,NOH,35,203.2,213.0,UNLV,USA,1991,1,9,69.0,5.8,2.5,1.2,-1.7,3.7,8.9,15.5,48.6,10.6,'03-04
2069,Stephen Jackson,ATL,26,203.2,218.0,Butler C.C. (KS),USA,1997,2,42,80.0,18.1,4.6,3.1,-4.1,3.4,9.0,24.5,52.1,15.5,'03-04
2070,Stephon Marbury,NYK,27,187.96,205.0,Georgia Tech,USA,1996,1,4,81.0,20.2,3.2,8.9,-1.8,1.8,6.3,25.1,51.9,38.5,'03-04
2071,Steve Blake,WAS,24,190.5,172.0,Maryland,USA,2003,2,38,75.0,5.9,1.6,2.8,-3.6,1.3,7.4,17.8,50.9,26.0,'03-04
2072,Steve Francis,HOU,27,190.5,200.0,Maryland,USA,1999,1,2,79.0,16.6,5.5,6.2,3.0,3.9,9.7,23.5,50.1,27.6,'03-04
2073,Steve Nash,DAL,30,190.5,195.0,Santa Clara,Canada,1996,1,15,78.0,14.5,3.0,8.8,4.5,2.2,6.6,18.8,59.0,37.0,'03-04
2074,Steven Hunter,ORL,22,213.36,240.0,DePaul,USA,2001,1,15,59.0,3.2,2.9,0.2,-11.1,6.5,14.2,12.3,50.4,2.5,'03-04
2075,Steven Smith,NOH,35,203.2,221.0,Michigan State,USA,1991,1,5,71.0,5.0,1.1,0.8,-2.0,2.8,6.6,17.7,54.3,10.9,'03-04
2076,Stromile Swift,MEM,24,205.74,230.0,Louisiana State,USA,2000,1,2,77.0,9.4,4.9,0.5,2.9,8.9,15.3,21.9,53.0,4.3,'03-04
2077,T.J. Ford,MIL,21,182.88,165.0,Texas-Austin,USA,2003,1,8,55.0,7.1,3.2,6.5,0.2,2.4,9.4,17.4,44.3,37.5,'03-04
2078,Tamar Slay,NJN,24,203.2,215.0,Marshall,USA,2002,2,53,22.0,2.4,1.1,0.6,-15.0,6.3,10.6,21.4,40.1,16.9,'03-04
2079,Tayshaun Prince,DET,24,205.74,215.0,Kentucky,USA,2002,1,23,82.0,10.3,4.8,2.3,7.0,3.6,11.0,15.3,53.6,12.2,'03-04
2080,Theo Ratliff,POR,31,208.28,235.0,Wyoming,USA,1995,1,18,85.0,7.9,7.2,0.8,-0.7,7.9,15.2,13.5,52.1,4.3,'03-04
2081,Theron Smith,MEM,23,203.2,225.0,Ball State,USA,Undrafted,Undrafted,Undrafted,20.0,2.2,2.1,0.4,1.1,7.2,15.1,14.7,47.3,6.5,'03-04
2082,Tierre Brown,NOH,25,187.96,189.0,McNeese State,USA,Undrafted,Undrafted,Undrafted,3.0,2.0,0.3,0.7,-60.6,0.0,5.6,35.1,52.1,40.0,'03-04
2083,Tim Duncan,SAS,28,213.36,260.0,Wake Forest,US Virgin Islands,1997,1,1,69.0,22.3,12.4,3.1,11.4,9.2,24.7,29.6,53.4,17.0,'03-04
2084,Tim Thomas,NYK,27,208.28,240.0,Villanova,USA,1997,1,7,66.0,14.7,4.8,1.9,0.5,3.0,12.7,21.9,53.4,10.2,'03-04
2085,Tom Gugliotta,UTA,34,208.28,250.0,North Carolina State,USA,1992,1,6,55.0,2.9,3.4,1.1,-8.2,8.0,16.5,14.3,37.4,13.2,'03-04
2086,Toni Kukoc,MIL,35,210.82,235.0,None,Croatia,1990,2,29,73.0,8.4,3.7,2.7,1.3,4.1,14.0,20.9,51.9,23.0,'03-04
2087,Tony Battie,CLE,28,210.82,240.0,Texas Tech,USA,1997,1,5,73.0,5.6,4.9,0.8,-2.0,7.8,15.6,14.9,48.2,6.8,'03-04
2088,Tony Delk,DAL,30,187.96,189.0,Kentucky,USA,1996,1,16,33.0,6.0,1.8,0.8,-4.5,2.8,8.7,18.3,48.4,8.8,'03-04
2089,Tony Massenburg,SAC,36,205.74,250.0,Maryland,USA,1990,2,43,59.0,4.3,3.2,0.5,-7.7,7.0,17.0,16.7,50.9,6.6,'03-04
2090,Tony Parker,SAS,22,187.96,180.0,None,France,2001,1,28,75.0,14.7,3.2,5.5,8.3,1.7,7.6,22.2,51.6,27.8,'03-04
2091,Torraye Braggs,WAS,28,203.2,245.0,Xavier,USA,1998,2,57,15.0,2.7,2.6,0.5,8.4,12.5,14.5,15.2,52.2,8.3,'03-04
2092,Tracy McGrady,ORL,25,203.2,210.0,None,USA,1997,1,9,67.0,28.0,6.0,5.5,-6.0,3.4,11.7,32.5,52.6,27.2,'03-04
2093,Tracy Murray,POR,32,200.66,230.0,UCLA,USA,1992,1,18,7.0,1.1,0.7,0.1,-12.4,8.3,5.0,18.4,32.2,4.5,'03-04
2094,Travis Best,DAL,31,180.34,185.0,Georgia Tech,USA,1995,1,23,61.0,2.8,1.1,1.8,7.5,2.1,6.7,12.6,44.5,20.9,'03-04
2095,Travis Hansen,ATL,26,198.12,205.0,Brigham Young,USA,2003,2,37,41.0,3.0,1.7,0.5,0.1,6.0,8.1,13.4,43.3,5.9,'03-04
2096,Travis Outlaw,POR,19,205.74,210.0,None,USA,2003,1,23,8.0,1.0,0.5,0.1,-52.4,9.1,11.8,22.2,45.7,14.3,'03-04
2097,Tremaine Fowlkes,DET,28,198.12,212.0,Fresno State,USA,1998,2,54,36.0,1.2,1.5,0.4,-6.7,7.3,13.8,12.4,39.3,10.9,'03-04
2098,Trenton Hassell,MIN,25,195.58,200.0,Austin Peay,USA,2001,2,29,81.0,5.0,3.2,1.6,6.8,3.2,8.0,9.3,49.8,8.2,'03-04
2099,Troy Bell,MEM,23,185.42,180.0,Boston College,USA,2003,1,16,6.0,1.8,0.7,0.7,7.9,8.6,2.8,27.8,28.5,18.2,'03-04
2100,Troy Hudson,MIN,28,185.42,170.0,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,29.0,7.5,1.2,2.4,-4.8,0.8,6.0,23.2,49.2,25.2,'03-04
2101,Troy Murphy,GSW,24,210.82,245.0,Notre Dame,USA,2001,1,14,28.0,10.0,6.2,0.7,-4.0,8.1,20.7,23.1,50.1,6.0,'03-04
2102,Tyrone Hill,MIA,36,205.74,250.0,Xavier,USA,1990,1,11,5.0,1.8,1.6,0.0,-24.6,12.5,8.3,10.3,66.6,0.0,'03-04
2103,Tyronn Lue,ORL,27,182.88,178.0,Nebraska,USA,1998,1,23,76.0,10.5,2.5,4.2,-9.3,1.1,7.1,17.0,51.8,22.5,'03-04
2104,Tyson Chandler,CHI,21,215.9,235.0,None,USA,2001,1,2,35.0,6.1,7.7,0.7,-10.0,9.7,23.5,13.9,50.7,5.2,'03-04
2105,Udonis Haslem,MIA,24,203.2,228.0,Florida,USA,Undrafted,Undrafted,Undrafted,75.0,7.3,6.3,0.7,-0.2,10.7,16.5,15.4,52.1,4.9,'03-04
2106,Vin Baker,NYK,32,210.82,250.0,Hartford,USA,1993,1,8,54.0,9.8,5.2,1.2,-2.1,8.9,12.6,19.9,53.0,9.0,'03-04
2107,Vince Carter,TOR,27,198.12,225.0,North Carolina,USA,1998,1,5,73.0,22.5,4.8,4.8,-0.1,3.5,9.2,31.5,50.1,26.2,'03-04
2108,Vitaly Potapenko,SEA,29,208.28,285.0,Wright State,Ukraine,1996,1,12,65.0,7.1,4.4,0.8,-2.5,7.5,14.3,17.3,51.1,6.1,'03-04
2109,Vlade Divac,SAC,36,215.9,260.0,None,Serbia,1989,1,26,81.0,9.9,5.7,5.3,7.5,6.3,14.4,18.7,51.1,27.3,'03-04
2110,Vladimir Radmanovic,SEA,23,208.28,234.0,None,Serbia,2001,1,12,77.0,12.0,5.3,1.8,0.0,4.6,13.2,19.1,53.3,10.2,'03-04
2111,Vladimir Stepania,POR,28,215.9,255.0,None,Georgia,1998,1,27,42.0,2.6,3.0,0.5,5.8,11.0,17.6,13.9,45.4,8.2,'03-04
2112,Voshon Lenard,DEN,31,193.04,205.0,Minnesota,USA,1994,2,46,73.0,14.2,2.7,2.1,1.0,2.0,7.0,21.1,51.2,11.1,'03-04
2113,Wally Szczerbiak,MIN,27,200.66,235.0,Miami (Ohio),USA,1999,1,6,28.0,10.2,3.1,1.2,6.8,3.9,9.2,21.3,53.9,10.0,'03-04
2114,Walter McCarty,BOS,30,208.28,230.0,Kentucky,USA,1996,1,19,77.0,7.9,3.1,1.6,-1.9,1.6,10.9,15.4,54.1,10.9,'03-04
2115,Wang Zhi-zhi,MIA,26,215.9,284.0,None,China,1999,2,36,16.0,2.9,1.1,0.1,2.9,3.8,10.4,22.7,46.6,3.3,'03-04
2116,Wesley Person,ATL,33,198.12,200.0,Auburn,USA,1994,1,23,58.0,5.8,2.0,1.1,-7.8,1.5,10.3,15.9,51.0,11.0,'03-04
2117,Willie Green,PHI,22,193.04,200.0,Detroit,USA,2003,2,41,53.0,6.9,1.2,1.0,-3.5,2.0,6.4,26.6,46.4,15.1,'03-04
2118,Yao Ming,HOU,23,228.6,310.0,None,China,2002,1,1,82.0,17.5,9.0,1.5,3.9,8.2,19.6,24.9,58.6,9.0,'03-04
2119,Zach Randolph,POR,22,205.74,270.0,Michigan State,USA,2001,1,19,81.0,20.1,10.5,2.0,-1.1,8.5,21.0,27.2,52.8,10.1,'03-04
2120,Zarko Cabarkapa,PHX,23,210.82,235.0,None,Serbia,2003,1,17,49.0,4.1,2.0,0.8,-11.7,4.5,12.4,20.7,46.1,12.0,'03-04
2121,Zaza Pachulia,ORL,20,210.82,240.0,None,Georgia,2003,2,42,59.0,3.3,2.9,0.2,-3.8,9.8,16.1,16.3,45.2,3.3,'03-04
2122,Zeljko Rebraca,ATL,32,213.36,257.0,None,Serbia,1994,2,54,24.0,3.8,2.4,0.3,-7.6,8.6,13.8,18.2,50.4,4.0,'03-04
2123,Zendon Hamilton,PHI,29,210.82,240.0,St. John's,USA,Undrafted,Undrafted,Undrafted,46.0,3.7,3.2,0.3,-6.8,10.8,21.2,15.4,61.6,4.9,'03-04
2124,Zoran Planinic,NJN,21,200.66,195.0,None,Croatia,2003,1,22,49.0,3.1,1.1,1.4,-8.5,3.2,9.6,19.0,49.2,27.4,'03-04
2125,Zydrunas Ilgauskas,CLE,29,220.98,260.0,None,Lithuania,1996,1,20,81.0,15.3,8.1,1.3,-3.4,10.7,14.6,22.8,54.1,7.4,'03-04
2126,Aaron McKie,PHI,32,195.58,209.0,Temple,USA,1994,1,17,68.0,2.2,2.5,1.5,0.7,1.7,13.5,6.8,51.0,13.5,'04-05
2127,Aaron Williams,TOR,33,205.74,235.0,Xavier,USA,Undrafted,Undrafted,Undrafted,42.0,1.7,1.4,0.2,-20.0,5.5,15.2,12.8,51.8,4.9,'04-05
2128,Adonal Foyle,GSW,30,208.28,270.0,Colgate,St. Vincent & Grenadines,1997,1,8,78.0,4.5,5.5,0.7,-0.2,9.3,15.2,10.4,51.4,4.8,'04-05
2129,Adrian Griffin,CHI,30,195.58,230.0,Seton Hall,USA,Undrafted,Undrafted,Undrafted,69.0,2.2,2.1,0.8,3.8,7.2,13.8,13.6,41.9,13.4,'04-05
2130,Al Harrington,ATL,25,205.74,250.0,None,USA,1998,1,25,66.0,17.5,7.0,3.2,-10.2,5.7,13.9,23.6,50.8,14.8,'04-05
2131,Al Jefferson,BOS,20,208.28,265.0,None,USA,2004,1,15,71.0,6.7,4.4,0.3,-1.5,12.0,17.8,20.6,55.4,4.2,'04-05
2132,Alan Henderson,DAL,32,205.74,240.0,Indiana,USA,1995,1,16,78.0,3.5,4.5,0.3,-6.1,13.3,14.9,11.1,53.9,2.9,'04-05
2133,Aleksandar Radojevic,UTA,28,220.98,250.0,None,Bosnia and Herzegovina,1999,1,12,12.0,1.6,2.3,0.5,-5.6,7.5,17.1,13.7,40.6,7.0,'04-05
2134,Alex Garcia,NOH,25,190.5,195.0,None,Brazil,Undrafted,Undrafted,Undrafted,8.0,5.5,1.9,2.3,-14.1,4.8,6.9,19.6,40.9,22.8,'04-05
2135,Allan Houston,NYK,34,198.12,205.0,Tennessee,USA,1993,1,11,20.0,11.9,1.2,2.1,1.4,0.8,3.9,20.7,52.9,12.7,'04-05
2136,Allen Iverson,PHI,30,182.88,165.0,Georgetown,USA,1996,1,1,75.0,30.7,4.0,7.9,0.2,1.6,7.9,34.4,53.2,36.1,'04-05
2137,Alonzo Mourning,MIA,35,208.28,261.0,Georgetown,USA,1992,1,2,37.0,7.6,5.4,0.5,-3.7,8.2,20.0,22.0,51.5,5.2,'04-05
2138,Amar'e Stoudemire,PHX,22,208.28,245.0,None,USA,2002,1,9,80.0,26.0,8.9,1.6,10.4,7.9,15.7,28.3,61.7,7.5,'04-05
2139,Anderson Varejao,CLE,22,208.28,230.0,None,Brazil,2004,2,30,54.0,4.9,4.8,0.5,5.5,12.0,18.0,14.0,53.4,5.0,'04-05
2140,Andre Barrett,ORL,23,177.8,173.0,Seton Hall,USA,Undrafted,Undrafted,Undrafted,38.0,3.1,1.1,1.8,2.1,2.3,6.0,14.5,44.6,22.7,'04-05
2141,Andre Emmett,MEM,22,195.58,230.0,Texas Tech,USA,2004,2,35,8.0,0.9,0.3,0.0,-11.9,0.0,7.4,15.8,42.7,0.0,'04-05
2142,Andre Iguodala,PHI,21,198.12,207.0,Arizona,USA,2004,1,9,82.0,9.0,5.7,3.0,0.0,3.3,14.1,12.7,58.0,13.9,'04-05
2143,Andre Miller,DEN,29,187.96,200.0,Utah,USA,1999,1,8,82.0,13.6,4.1,6.9,3.4,3.7,8.4,19.4,54.1,31.5,'04-05
2144,Andrei Kirilenko,UTA,24,205.74,205.0,None,Russia,1999,1,24,41.0,15.6,6.2,3.2,3.6,7.4,13.2,21.4,59.9,17.8,'04-05
2145,Andres Nocioni,CHI,25,200.66,225.0,None,Argentina,Undrafted,Undrafted,Undrafted,81.0,8.4,4.8,1.5,-3.8,3.6,16.6,19.4,48.4,11.1,'04-05
2146,Andrew DeClercq,ORL,32,208.28,255.0,Florida,USA,1995,2,34,8.0,1.1,1.3,0.0,-9.4,12.1,7.0,9.5,43.6,0.0,'04-05
2147,Andris Biedrins,GSW,19,210.82,240.0,None,Latvia,2004,1,11,30.0,3.6,3.9,0.4,7.2,11.6,17.3,12.2,57.0,4.7,'04-05
2148,Anfernee Hardaway,NYK,33,200.66,215.0,Memphis,USA,1993,1,3,37.0,7.3,2.4,2.0,-4.9,2.2,8.6,16.5,48.0,14.1,'04-05
2149,Ansu Sesay,GSW,28,205.74,225.0,Mississippi,USA,1998,2,30,16.0,3.1,2.4,0.8,-7.3,12.3,14.7,19.7,46.6,17.9,'04-05
2150,Antawn Jamison,WAS,29,205.74,230.0,North Carolina,USA,1998,1,4,68.0,19.6,7.6,2.3,1.8,5.8,13.8,23.4,50.6,10.1,'04-05
2151,Anthony Carter,MIN,30,187.96,195.0,Hawaii,USA,Undrafted,Undrafted,Undrafted,66.0,2.7,1.0,2.4,1.9,1.8,7.9,16.6,45.4,35.5,'04-05
2152,Anthony Goldwire,MIL,33,187.96,182.0,Houston,USA,1994,2,52,33.0,5.2,1.8,2.4,-7.3,2.0,9.6,14.3,57.5,25.2,'04-05
2153,Anthony Johnson,IND,30,190.5,190.0,College of Charleston,USA,1997,2,39,63.0,8.4,2.8,4.8,0.8,2.0,8.6,16.4,52.6,30.9,'04-05
2154,Anthony Miller,ATL,33,205.74,255.0,Michigan State,USA,1994,2,39,2.0,2.0,0.5,0.5,14.0,0.0,11.1,13.3,66.7,25.0,'04-05
2155,Anthony Peeler,WAS,35,193.04,208.0,Missouri,USA,1992,1,15,40.0,3.8,1.6,1.4,-10.5,2.4,10.3,15.3,48.4,18.0,'04-05
2156,Antoine Walker,BOS,28,205.74,245.0,Kentucky,USA,1996,1,6,77.0,19.1,9.0,3.4,-9.4,6.1,18.8,26.8,47.8,16.3,'04-05
2157,Antonio Burks,MEM,25,182.88,195.0,Memphis,USA,2004,2,36,24.0,3.0,0.5,1.2,-6.3,0.5,5.7,17.7,53.4,25.2,'04-05
2158,Antonio Daniels,SEA,30,193.04,205.0,Bowling Green,USA,1997,1,4,75.0,11.2,2.3,4.1,4.7,1.0,7.7,18.5,55.7,26.1,'04-05
2159,Antonio Davis,CHI,36,205.74,245.0,Texas-El Paso,USA,1990,2,45,72.0,7.0,5.9,1.1,1.0,8.1,14.8,14.3,51.6,7.1,'04-05
2160,Antonio McDyess,DET,30,205.74,245.0,Alabama,USA,1995,1,2,77.0,9.6,6.3,0.9,0.7,10.2,18.1,19.8,54.2,7.3,'04-05
2161,Austin Croshere,IND,30,208.28,242.0,Providence,USA,1997,1,12,73.0,8.9,5.1,1.3,-5.2,6.0,16.2,18.0,53.1,9.9,'04-05
2162,Awvee Storey,NJN,28,198.12,225.0,Arizona State,USA,Undrafted,Undrafted,Undrafted,9.0,0.9,0.6,0.1,-15.3,12.1,3.2,17.5,36.8,7.1,'04-05
2163,Baron Davis,GSW,26,190.5,223.0,UCLA,USA,1999,1,3,46.0,19.2,3.8,7.9,2.1,1.9,9.0,27.3,51.5,39.1,'04-05
2164,Ben Gordon,CHI,22,190.5,200.0,Connecticut,USA,2004,1,3,82.0,15.1,2.6,2.0,4.2,2.7,7.4,29.4,52.6,16.5,'04-05
2165,Ben Handlogten,UTA,31,208.28,240.0,Western Michigan,USA,Undrafted,Undrafted,Undrafted,21.0,4.5,3.1,0.6,-8.3,9.1,17.9,16.8,52.5,7.5,'04-05
2166,Ben Wallace,DET,30,205.74,240.0,Virginia Union,USA,Undrafted,Undrafted,Undrafted,74.0,9.7,12.2,1.7,7.1,11.1,22.7,15.0,45.9,7.5,'04-05
2167,Beno Udrih,SAS,22,190.5,200.0,None,Slovenia,2004,1,28,80.0,5.9,1.0,1.9,5.1,1.4,5.8,19.8,54.9,23.3,'04-05
2168,Bernard Robinson,CHA,24,198.12,210.0,Michigan,USA,2004,2,45,31.0,3.0,1.5,1.0,-13.8,3.9,10.2,14.2,50.3,16.9,'04-05
2169,Billy Thomas,NJN,29,195.58,218.0,Kansas,USA,Undrafted,Undrafted,Undrafted,25.0,3.7,1.4,0.7,-1.1,2.1,8.8,14.1,47.0,7.8,'04-05
2170,Bo Outlaw,PHX,34,203.2,220.0,Houston,USA,Undrafted,Undrafted,Undrafted,39.0,0.7,1.4,0.3,-9.2,7.0,15.9,9.1,38.2,9.8,'04-05
2171,Bob Sura,HOU,32,195.58,200.0,Florida State,USA,1995,1,17,61.0,10.3,5.5,5.2,4.3,4.3,13.7,17.4,53.3,26.6,'04-05
2172,Bobby Jackson,SAC,32,185.42,185.0,Minnesota,USA,1997,1,23,25.0,12.0,3.4,2.4,3.9,4.0,10.8,24.6,53.7,19.5,'04-05
2173,Bobby Simmons,LAC,25,198.12,228.0,DePaul,USA,2001,2,41,75.0,16.4,5.9,2.7,1.3,4.9,11.6,20.4,54.0,12.6,'04-05
2174,Bonzi Wells,MEM,28,195.58,210.0,Ball State,USA,1998,1,11,69.0,10.4,3.3,1.2,-1.3,3.5,13.1,24.6,51.5,10.6,'04-05
2175,Boris Diaw,ATL,23,203.2,215.0,None,France,2003,1,21,66.0,4.8,2.6,2.3,-6.7,4.4,10.5,15.3,47.9,20.2,'04-05
2176,Bostjan Nachbar,NOH,24,205.74,221.0,None,Slovenia,2002,1,15,71.0,7.0,2.6,1.0,-6.3,1.8,12.6,18.4,53.4,10.2,'04-05
2177,Brad Miller,SAC,29,213.36,261.0,Purdue,USA,Undrafted,Undrafted,Undrafted,56.0,15.6,9.3,3.9,5.1,6.8,17.7,17.3,59.6,16.0,'04-05
2178,Brandin Knight,HOU,23,182.88,180.0,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,0.0,1.0,-6.7,0.0,0.0,12.5,0.0,33.3,'04-05
2179,Brandon Hunter,ORL,24,200.66,266.0,Ohio,USA,2003,2,56,31.0,3.1,2.2,0.1,-3.5,10.8,18.3,20.7,52.7,2.3,'04-05
2180,Brendan Haywood,WAS,25,213.36,266.0,North Carolina,USA,2001,1,20,68.0,9.4,6.8,0.8,6.0,10.5,13.5,14.8,58.8,4.7,'04-05
2181,Brent Barry,SAS,33,200.66,210.0,Oregon State,USA,1995,1,15,81.0,7.4,2.3,2.2,6.3,1.7,9.5,14.8,58.0,16.8,'04-05
2182,Brevin Knight,CHA,29,177.8,170.0,Stanford,USA,1997,1,16,66.0,10.1,2.6,9.0,-3.3,1.0,8.2,18.0,49.5,46.2,'04-05
2183,Brian Cardinal,MEM,28,203.2,245.0,Purdue,USA,2000,2,44,58.0,9.0,3.9,2.0,4.6,4.8,11.9,19.4,51.0,13.5,'04-05
2184,Brian Cook,LAL,24,205.74,234.0,Illinois,USA,2003,1,24,72.0,6.4,3.0,0.5,3.1,5.7,14.0,19.0,52.2,5.6,'04-05
2185,Brian Grant,LAL,33,205.74,254.0,Xavier,USA,1994,1,8,69.0,3.8,3.7,0.5,-4.7,8.8,13.3,11.3,53.9,4.8,'04-05
2186,Brian Scalabrine,NJN,27,205.74,235.0,Southern California,USA,2001,2,34,54.0,6.3,4.5,1.6,1.5,7.2,14.9,16.6,46.8,13.2,'04-05
2187,Brian Skinner,SAC,29,205.74,265.0,Baylor,USA,1998,1,22,49.0,4.8,5.7,0.9,-5.2,10.7,19.1,12.6,49.4,6.7,'04-05
2188,Britton Johnsen,IND,25,208.28,210.0,Utah,USA,Undrafted,Undrafted,Undrafted,6.0,2.0,1.7,0.7,-19.3,5.6,7.5,14.2,27.3,8.7,'04-05
2189,Bruce Bowen,SAS,34,200.66,200.0,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82.0,8.2,3.5,1.5,8.6,2.0,9.2,12.6,52.1,7.5,'04-05
2190,Bruno Sundov,NYK,25,218.44,260.0,None,Croatia,1998,2,35,21.0,1.2,0.6,0.1,-10.4,7.6,10.3,25.7,33.0,6.3,'04-05
2191,Bryon Russell,DEN,34,200.66,225.0,Long Beach State,USA,1993,2,45,70.0,4.4,2.5,1.0,0.8,4.6,12.3,13.7,53.7,11.5,'04-05
2192,Calbert Cheaney,GSW,33,200.66,217.0,Indiana,USA,1993,1,6,55.0,4.5,2.3,1.2,-3.5,3.1,9.8,14.7,44.4,11.6,'04-05
2193,Calvin Booth,MIL,29,210.82,231.0,Penn State,USA,1999,2,35,51.0,2.4,2.1,0.2,-5.8,6.3,16.5,13.4,50.8,3.0,'04-05
2194,Carlos Arroyo,DET,25,187.96,202.0,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,70.0,6.6,1.5,4.0,-7.0,1.8,5.9,18.7,46.6,33.2,'04-05
2195,Carlos Boozer,UTA,23,203.2,258.0,Duke,USA,2002,2,34,51.0,17.8,9.0,2.8,-2.6,8.7,19.8,24.2,56.0,14.7,'04-05
2196,Carlos Delfino,DET,22,198.12,230.0,None,Argentina,2003,1,25,30.0,3.9,1.8,1.3,-3.2,3.0,10.0,15.8,43.1,13.8,'04-05
2197,Carmelo Anthony,DEN,21,203.2,220.0,Syracuse,USA,2003,1,3,75.0,20.8,5.7,2.6,3.0,5.7,10.9,28.6,52.6,12.9,'04-05
2198,Caron Butler,LAL,25,200.66,217.0,Connecticut,USA,2002,1,10,77.0,15.5,5.8,1.9,-4.2,5.3,10.9,20.4,52.8,9.1,'04-05
2199,Casey Jacobsen,NOH,24,198.12,215.0,Stanford,USA,2002,1,22,84.0,6.5,2.0,1.3,0.1,2.0,7.2,14.1,55.5,10.2,'04-05
2200,Charlie Ward,HOU,34,187.96,185.0,Florida State,USA,1994,1,26,14.0,5.4,2.8,3.1,0.4,1.7,9.3,13.2,45.3,18.9,'04-05
2201,Chauncey Billups,DET,28,190.5,202.0,Colorado,USA,1997,1,3,80.0,16.5,3.4,5.8,6.4,1.8,7.8,20.3,60.9,27.7,'04-05
2202,Chris Andersen,NOH,26,208.28,228.0,Blinn J.C.,USA,Undrafted,Undrafted,Undrafted,67.0,7.7,6.1,1.1,-1.7,10.2,19.6,16.6,58.1,9.3,'04-05
2203,Chris Bosh,TOR,21,208.28,235.0,Georgia Tech,USA,2003,1,4,81.0,16.8,8.9,1.9,-0.4,6.6,18.1,21.7,54.7,8.6,'04-05
2204,Chris Duhon,CHI,22,185.42,185.0,Duke,USA,2004,2,38,82.0,5.9,2.6,4.9,3.5,1.0,8.8,13.0,47.1,28.0,'04-05
